"id","SP_NAME","date_time","outletid","total_bet","total_win","pj_contribution","pj_payout","seed_money","seed_money_overk","seed_contri","ChannelType","platformcode","gamebrand","gamename","playerid","txn_count","bet_0_2","bet_3_10","bet_11_50","bet_51_100","bet_101_250","bet_251_1000","bet_1k_5k","bet_above_5k"
369,SP1,2024-11-01 00:00:00.000,"1",1.000000,62.450000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3189",1,1,0,0,0,0,0,0,0
370,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"319",1,0,1,0,0,0,0,0,0
371,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3190",3,3,0,0,0,0,0,0,0
372,SP1,2024-11-01 00:00:00.000,"1",10.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3194",1,0,1,0,0,0,0,0,0
373,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3202",1,0,1,0,0,0,0,0,0
374,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"321",1,1,0,0,0,0,0,0,0
375,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3211",1,1,0,0,0,0,0,0,0
376,SP1,2024-11-01 00:00:00.000,"1",5.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3214",1,0,1,0,0,0,0,0,0
377,SP1,2024-11-01 00:00:00.000,"1",3.500000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3218",2,0,2,0,0,0,0,0,0
378,SP1,2024-11-01 00:00:00.000,"1",11.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3219",2,0,2,0,0,0,0,0,0
379,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3233",1,0,1,0,0,0,0,0,0
380,SP1,2024-11-01 00:00:00.000,"1",5.000000,18.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3250",1,0,1,0,0,0,0,0,0
381,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3255",1,0,1,0,0,0,0,0,0
382,SP1,2024-11-01 00:00:00.000,"1",4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"326",1,0,1,0,0,0,0,0,0
383,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3260",1,0,1,0,0,0,0,0,0
384,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3261",1,0,1,0,0,0,0,0,0
385,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3267",1,1,0,0,0,0,0,0,0
386,SP1,2024-11-01 00:00:00.000,"1",3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3279",2,0,2,0,0,0,0,0,0
387,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3284",1,1,0,0,0,0,0,0,0
388,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3290",1,0,1,0,0,0,0,0,0
389,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3296",1,0,1,0,0,0,0,0,0
390,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"330",1,1,0,0,0,0,0,0,0
391,SP1,2024-11-01 00:00:00.000,"1",6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3302",1,0,1,0,0,0,0,0,0
392,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3308",1,1,0,0,0,0,0,0,0
393,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3314",1,1,0,0,0,0,0,0,0
394,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3316",1,0,1,0,0,0,0,0,0
395,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3317",1,1,0,0,0,0,0,0,0
396,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3327",1,0,1,0,0,0,0,0,0
397,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"334",1,1,0,0,0,0,0,0,0
398,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3342",1,1,0,0,0,0,0,0,0
399,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3347",1,0,1,0,0,0,0,0,0
400,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3349",1,0,1,0,0,0,0,0,0
401,SP1,2024-11-01 00:00:00.000,"1",5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"335",1,0,1,0,0,0,0,0,0
402,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3374",1,1,0,0,0,0,0,0,0
403,SP1,2024-11-01 00:00:00.000,"1",3.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3379",1,0,1,0,0,0,0,0,0
404,SP1,2024-11-01 00:00:00.000,"1",3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3384",2,2,0,0,0,0,0,0,0
405,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"339",1,1,0,0,0,0,0,0,0
406,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3394",1,1,0,0,0,0,0,0,0
407,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"34",1,0,1,0,0,0,0,0,0
408,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3401",1,1,0,0,0,0,0,0,0
409,SP1,2024-11-01 00:00:00.000,"1",3.000000,10.500000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3410",1,0,1,0,0,0,0,0,0
410,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3413",1,1,0,0,0,0,0,0,0
411,SP1,2024-11-01 00:00:00.000,"1",3.000000,3.600000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3416",1,0,1,0,0,0,0,0,0
412,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3417",1,1,0,0,0,0,0,0,0
413,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3419",1,0,1,0,0,0,0,0,0
414,SP1,2024-11-01 00:00:00.000,"1",6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3426",1,0,1,0,0,0,0,0,0
415,SP1,2024-11-01 00:00:00.000,"1",4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3429",1,0,1,0,0,0,0,0,0
416,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3436",1,0,1,0,0,0,0,0,0
417,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3441",1,1,0,0,0,0,0,0,0
418,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3448",1,0,1,0,0,0,0,0,0
419,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3451",1,1,0,0,0,0,0,0,0
420,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3453",1,0,1,0,0,0,0,0,0
421,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3454",1,0,1,0,0,0,0,0,0
422,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3455",1,0,1,0,0,0,0,0,0
423,SP1,2024-11-01 00:00:00.000,"1",11.000000,76.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3457",2,0,2,0,0,0,0,0,0
424,SP1,2024-11-01 00:00:00.000,"1",6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3459",1,0,1,0,0,0,0,0,0
425,SP1,2024-11-01 00:00:00.000,"1",7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3463",2,0,2,0,0,0,0,0,0
426,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3469",1,1,0,0,0,0,0,0,0
427,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3470",1,1,0,0,0,0,0,0,0
428,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3475",1,0,1,0,0,0,0,0,0
429,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3479",1,1,0,0,0,0,0,0,0
430,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"348",1,1,0,0,0,0,0,0,0
431,SP1,2024-11-01 00:00:00.000,"1",0.500000,11.150000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3486",1,1,0,0,0,0,0,0,0
432,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3495",1,1,0,0,0,0,0,0,0
433,SP1,2024-11-01 00:00:00.000,"1",5.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3503",1,0,1,0,0,0,0,0,0
434,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3505",1,1,0,0,0,0,0,0,0
435,SP1,2024-11-01 00:00:00.000,"1",2.000000,2.200000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3508",1,1,0,0,0,0,0,0,0
436,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3512",1,1,0,0,0,0,0,0,0
437,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3521",1,1,0,0,0,0,0,0,0
438,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3528",1,1,0,0,0,0,0,0,0
439,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3543",1,1,0,0,0,0,0,0,0
440,SP1,2024-11-01 00:00:00.000,"1",5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3547",1,0,1,0,0,0,0,0,0
441,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"355",1,0,1,0,0,0,0,0,0
442,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3557",1,0,1,0,0,0,0,0,0
443,SP1,2024-11-01 00:00:00.000,"1",1.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3563",1,1,0,0,0,0,0,0,0
444,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3566",1,0,1,0,0,0,0,0,0
445,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3581",1,1,0,0,0,0,0,0,0
446,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3585",1,1,0,0,0,0,0,0,0
447,SP1,2024-11-01 00:00:00.000,"1",12.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3586",1,0,0,1,0,0,0,0,0
448,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3595",1,1,0,0,0,0,0,0,0
449,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"361",1,0,1,0,0,0,0,0,0
450,SP1,2024-11-01 00:00:00.000,"1",9.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3629",2,0,2,0,0,0,0,0,0
451,SP1,2024-11-01 00:00:00.000,"1",5.000000,1.500000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3630",1,0,1,0,0,0,0,0,0
452,SP1,2024-11-01 00:00:00.000,"1",5.000000,2.500000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3632",1,0,1,0,0,0,0,0,0
453,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3635",1,1,0,0,0,0,0,0,0
454,SP1,2024-11-01 00:00:00.000,"1",2.000000,25.100000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3650",1,1,0,0,0,0,0,0,0
455,SP1,2024-11-01 00:00:00.000,"1",4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3656",1,0,1,0,0,0,0,0,0
456,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3658",1,0,1,0,0,0,0,0,0
457,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3667",1,1,0,0,0,0,0,0,0
458,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3671",1,1,0,0,0,0,0,0,0
459,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3687",1,1,0,0,0,0,0,0,0
460,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3689",1,1,0,0,0,0,0,0,0
461,SP1,2024-11-01 00:00:00.000,"1",6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3694",1,0,1,0,0,0,0,0,0
462,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3701",1,0,1,0,0,0,0,0,0
463,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3703",1,1,0,0,0,0,0,0,0
464,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3704",1,1,0,0,0,0,0,0,0
465,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3717",1,1,0,0,0,0,0,0,0
466,SP1,2024-11-01 00:00:00.000,"1",4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"372",1,0,1,0,0,0,0,0,0
467,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3726",1,1,0,0,0,0,0,0,0
468,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3727",1,1,0,0,0,0,0,0,0
469,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3729",1,0,1,0,0,0,0,0,0
470,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3733",1,1,0,0,0,0,0,0,0
471,SP1,2024-11-01 00:00:00.000,"1",1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3739",1,1,0,0,0,0,0,0,0
472,SP1,2024-11-01 00:00:00.000,"1",3.000000,3.600000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3747",1,0,1,0,0,0,0,0,0
473,SP1,2024-11-01 00:00:00.000,"1",0.500000,11.150000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3748",1,1,0,0,0,0,0,0,0
474,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"376",1,1,0,0,0,0,0,0,0
475,SP1,2024-11-01 00:00:00.000,"1",6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3760",1,0,1,0,0,0,0,0,0
476,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3762",1,0,1,0,0,0,0,0,0
477,SP1,2024-11-01 00:00:00.000,"1",5.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3777",1,0,1,0,0,0,0,0,0
478,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3795",1,1,0,0,0,0,0,0,0
479,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3803",1,1,0,0,0,0,0,0,0
480,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3822",1,1,0,0,0,0,0,0,0
481,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3824",1,1,0,0,0,0,0,0,0
482,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3862",1,1,0,0,0,0,0,0,0
483,SP1,2024-11-01 00:00:00.000,"1",5.000000,46.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3874",1,0,1,0,0,0,0,0,0
484,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3875",1,0,1,0,0,0,0,0,0
485,SP1,2024-11-01 00:00:00.000,"1",5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"388",1,0,1,0,0,0,0,0,0
486,SP1,2024-11-01 00:00:00.000,"1",0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3890",1,1,0,0,0,0,0,0,0
487,SP1,2024-11-01 00:00:00.000,"1",4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3895",2,2,0,0,0,0,0,0,0
488,SP1,2024-11-01 00:00:00.000,"1",1.000000,31.500000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3906",1,1,0,0,0,0,0,0,0
489,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3909",1,0,1,0,0,0,0,0,0
490,SP1,2024-11-01 00:00:00.000,"1",1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3915",1,1,0,0,0,0,0,0,0
491,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"392",1,1,0,0,0,0,0,0,0
492,SP1,2024-11-01 00:00:00.000,"1",3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3931",1,0,1,0,0,0,0,0,0
493,SP1,2024-11-01 00:00:00.000,"1",2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3937",1,1,0,0,0,0,0,0,0
494,SP1,2024-11-01 00:00:00.000,"1",5.000000,3.500000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"394",1,0,1,0,0,0,0,0,0
495,SP1,2024-11-01 00:00:00.000,"1",1.000000,2.100000,0.000000,0.000000,0.000000,0.000000,0.000000,LBC,E-GAMES,GP1-BRAND,GP1-NAME,"3947",1,1,0,0,0,0,0,0,0
